programme_name,normalized_programme_name,award_level,field_category,institution_name,institution_registration_number,minimum_entry_requirements,required_subjects,duration,fees_if_available,mode,campus_location,admission_capacity,entry_route_types,accepts_form_four_direct,accreditation_status_if_available,application_link,official_source_url,source_type,secondary_source_url,secondary_source_type,confidence_level,last_verified_date,notes
Ordinary Diploma in Medical Laboratory Sciences,ordinary diploma in medical laboratory sciences,ordinary diploma,health,LUGARAWA HEALTH TRAINING INSTITUTE (LUHETI),REG/HAS/036,"CSEE with 4+ non-religious passes including Chemistry, Biology, Physics/Engineering sciences/Basic Mathematics and English Language",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,100,000/=; Foreigner Fee: USD 478/=",unknown,Ludewa District Council - Njombe,50,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Nursing and Midwifery,ordinary diploma in nursing and midwifery,ordinary diploma,health,LUGARAWA HEALTH TRAINING INSTITUTE (LUHETI),REG/HAS/036,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,000,000/=",unknown,Ludewa District Council - Njombe,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,LUGARAWA HEALTH TRAINING INSTITUTE (LUHETI),REG/HAS/036,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,100,000/=; Foreigner Fee: USD 478/=",unknown,Ludewa District Council - Njombe,250,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Civil Engineering with Community Development,ordinary diploma in civil engineering with community development,ordinary diploma,engineering,MABUGHAI COMMUNITY DEVELOPMENT TECHNICAL TRAINING INSTITUTE - LUSHOTO,REG/EOS/040,"CSEE with 4+ non-religious passes including two passes in either Physics/ Engineering Science, Chemistry, Basic Mathematics and English language or National Vocational Award (NVA III) with CSEE | NTA Level 4/BTC in Civil Engineering with Community Development or ACSEE with one Principal Pass and one Subsidiary pass in the following Subjects Physics, Advanced Mathematics, Geography and Chemistry",Chemistry; Physics/Engineering Sciences; Basic Mathematics; Advanced Mathematics; English Language; English; Geography,3 years or 2 years,"Local Fee: TSH. 1,185,000/=",unknown,Lushoto District Council - Tanga,350 or 200,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,MACHAME HEALTH TRAINING INSTITUTE,REG/HAS/087,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 3,150,400/=",unknown,Hai District Council - Kilimanjaro,160,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Nursing and Midwifery,ordinary diploma in nursing and midwifery,ordinary diploma,health,MACHAME HEALTH TRAINING INSTITUTE,REG/HAS/087,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 3,450,400/=",unknown,Hai District Council - Kilimanjaro,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,MACWISH COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/240,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A Pass in Basic Mathematics and English Language Is An Added Advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,600,000/=",unknown,Misungwi District Council - Mwanza,150,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Diagnostic Radiography,ordinary diploma in diagnostic radiography,ordinary diploma,media,MACWISH COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/240,"CSEE with D passes in Chemistry, Biology, Physics, Basic Mathematics and English Language",Biology; Chemistry; Physics; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,400,000/=",unknown,Misungwi District Council - Mwanza,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,MACWISH COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/240,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,400,000/=",unknown,Misungwi District Council - Mwanza,300,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,MAFINGA COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/047N,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,275,000/=",unknown,Mafinga Town Counci - Iringa,70,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Agriculture Production,ordinary diploma in agriculture production,ordinary diploma,agriculture,MAHINYA COLLEGE OF SUSTAINABLE AGRICULTURE,REG/SAT/036,"CSEE with 4+ non-religious passes including two passes in Biology, Chemistry, Physics/Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography. A pass in English Language will be an added advantage or NVA Level III in Agriculture with a CSEE | NTA Level 4/BTC in Agriculture Production",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English; Geography; Agriculture; Food and Nutrition,3 years or 2 years,"Local Fee: TSH. 1,200,000/=; Foreigner Fee: USD 400/=",unknown,Namtumbo District Council - Ruvuma,50,CSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Animal Health and Production,ordinary diploma in animal health and production,ordinary diploma,health,MAHINYA COLLEGE OF SUSTAINABLE AGRICULTURE,REG/SAT/036,"CSEE with 4+ non-religious passes including two passes in Biology, Chemistry, Physics, Mathematics, Geography and Agricultural Sciences or NVA Level III/Trade Test I in Animal Health and Production with at least two (2) passes in CSEE",Biology; Chemistry; Physics; Mathematics; Geography; Agriculture,3 years,"Local Fee: TSH. 1,200,000/=; Foreigner Fee: USD 400/=",unknown,Namtumbo District Council - Ruvuma,50,CSEE; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Technician Certificate in Nursing and Midwifery,technician certificate in nursing and midwifery,technician certificate,health,MAKAMBAKO INSTITUTE OF HEALTH SCIENCES,REG/HAS/127,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,2 years,"Local Fee: TSH. 1,300,000/=",unknown,Makambako Town Council - Njombe,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Music Sound Production and Technology,ordinary diploma in music sound production and technology,ordinary diploma,other,MAKUMIRA TRAINING INSTITUTE (MTI),REG/BTP/154,"CSEE with 4+ non-religious passes or NVA Level III with at least two passes in CSEE | NTA Level 4/BTC in Music and Sound Production, Film and TV Production, Performing and Visual Arts, Media Production, Journalism, Mass Media or ACSEE with 1 principal + 1 subsidiary",,3 years or 2 years,"Local Fee: TSH. 1,003,000/=",unknown,Arumeru District Council - Arusha,200,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Physical Education and Sports,ordinary diploma in physical education and sports,ordinary diploma,education,MALYA COLLEGE OF SPORTS DEVELOPMENT,REG/PWF/019,"CSEE with 4+ non-religious passes or NVA Level III with CSEE | NTA Level 4/BTC in Education, Procurement and Supply, Law, Accountancy, Business Administration, and Human Resource or ACSEE with 1 principal + 1 subsidiary",Accounting,3 years or 2 years,"Local Fee: TSH. 1,040,000/=; Foreigner Fee: USD 1,040,000/=",unknown,Kwimba District Council - Mwanza,100,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Sports Coaching Education,ordinary diploma in sports coaching education,ordinary diploma,education,MALYA COLLEGE OF SPORTS DEVELOPMENT,REG/PWF/019,"NTA Level 4/BTC in Education, Procurement and Supply, Law, Accountancy, Business Administration, and Human Resource or ACSEE with 1 principal + 1 subsidiary",Accounting,2 years,"Local Fee: TSH. 1,040,000/=",unknown,Kwimba District Council - Mwanza,100,ACSEE; NTA Level 4,no,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Sports Management and Administration,ordinary diploma in sports management and administration,ordinary diploma,business,MALYA COLLEGE OF SPORTS DEVELOPMENT,REG/PWF/019,"NTA Level 4/BTC in Education, Procurement and Supply, Law, Accountancy, Business Administration, and Human Resource or ACSEE with 1 principal + 1 subsidiary",Accounting,2 years,"Local Fee: TSH. 1,040,000/=",unknown,Kwimba District Council - Mwanza,100,ACSEE; NTA Level 4,no,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Agriculture Production,ordinary diploma in agriculture production,ordinary diploma,agriculture,MAMRE AGRICULTURE AND LIVESTOCK COLLEGE,REG/SAT/011,"CSEE with 4+ non-religious passes including two passes in Biology, Chemistry, Physics/ Engineering Sciences, Basic Mathematics, Nutrition, Agriculture Science and Geography. A pass in English Language will be an added advantage or NVA Level III in Agriculture with two (2) passes in CSEE | NTA Level 4/BTC in Agriculture Production or ACSEE with one Principal pass and one Subsidiary in Biology, Chemistry, Physics, Advanced Mathematics, Agriculture Science and Geography",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; Advanced Mathematics; English Language; English; Geography; Agriculture; Food and Nutrition,3 years or 2 years,"Local Fee: TSH. 1,200,000/=",unknown,Wanging'ombe District Council - Njombe,100,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,MANYARA INSTITUTE OF HEALTH AND ALLIED SCIENCES,REG/HAS/256,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A Pass in Basic Mathematics and English Language Is An Added Advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,600,000/=",unknown,Babati Town Counci - Manyara,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,MANYARA INSTITUTE OF HEALTH AND ALLIED SCIENCES,REG/HAS/256,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,500,000/=",unknown,Babati Town Counci - Manyara,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Community Development,ordinary diploma in community development,ordinary diploma,social work,MARA ZONE TRAINING COLLEGE,REG/BTP/150P,"CSEE with 4+ non-religious passes or NVA Level III with At Least two Passes in CSEE | Basic Technician Certificate (NTA Level 4 ) in Community Development, Social Work, Gender, Youth Work or ACSEE with 1 principal + 1 subsidiary",,3 years or 2 years,"Local Fee: TSH. 800,000/=",unknown,Musoma Municipal Council - Mara,100,CSEE; ACSEE; NTA Level 4; NVA Level III,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
"Ordinary Diploma in Records, Archives and Information Management",ordinary diploma in records archives and information management,ordinary diploma,business,MARA ZONE TRAINING COLLEGE,REG/BTP/150P,"CSEE with 4+ non-religious passes | NTA Level 4/BTC in Records Management, Medical Records, Library and Information Studies or ACSEE with 1 principal + 1 subsidiary",,3 years or 2 years,"Local Fee: TSH. 800,000/=",unknown,Musoma Municipal Council - Mara,100,CSEE; ACSEE; NTA Level 4,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,Combined 2 entry route(s) from the guidebook.
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,MARIAN UNIVERSITY COLLEGE,MAR,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 2,250,400/=",unknown,Bagamoyo District Council - Pwani,100,CSEE,yes,Accredited,,https://www.nactvet.go.tz/uploads/documents/en-1748443284-GUIDEBOOK%20FOR%20ALL%20UNIVERSITIES_2025_2026.pdf,NACTVET,https://www.tcu.go.tz/services/accreditation/universities-registered-tanzania,TCU,high,2026-04-24,Accreditation status inherited from the matched university/university college record in the TCU institution list.
Ordinary Diploma in Pharmaceutical Sciences,ordinary diploma in pharmaceutical sciences,ordinary diploma,health,MARY B INSTITUTE OF HEALTH AND ALLIED SCIENCES,REG/HAS/268P,CSEE with 4+ non-religious passes including Chemistry and Biology. A Pass in Basic Mathematics and English Language Is An Added Advantage,Biology; Chemistry; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,915,400/=",unknown,Ilemela Municipal Council - Mwanza,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
Ordinary Diploma in Clinical Medicine,ordinary diploma in clinical medicine,ordinary diploma,health,MASASI COLLEGE OF HEALTH AND ALLIED SCIENCES,REG/HAS/092-J,"CSEE with 4+ non-religious passes including Chemistry, Biology and Physics/Engineering Sciences. A pass in Basic Mathematics and English Language is an added advantage",Biology; Chemistry; Physics/Engineering Sciences; Basic Mathematics; English Language; English,3 years,"Local Fee: TSH. 1,190,400/=",unknown,Masasi District Council - Mtwara,100,CSEE,yes,unknown,,https://www.nactvet.go.tz/uploads/documents/en-1748443044-GUIDEBOOK%20FOR%20ALL%20NTA_2025_2026.pdf,NACTVET,,,high,2026-04-24,
