programme_name,normalized_programme_name,institution_name,normalized_institution_name,raw_requirement_text,accepts_form_four_direct,accepts_form_six,accepts_certificate,accepts_diploma,accepts_equivalent,minimum_csee_division_if_available,minimum_acsee_principal_passes_if_available,minimum_points_if_available,required_subjects,required_subject_grades_if_available,required_prior_field_if_available,bridge_or_foundation_required,eligibility_confidence,official_source_url,notes
Bachelor Information Technology,bachelor information technology,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Computer Science, Information Technology, Information System, Information Technology with Accounting, Computing and Information Technology, Electronics and Telecommunications, Information and Communication Technology, Computer Engineering, Software Engineering, Electronics and Telecommunication with Industrial Automation or Electronic and Communication Engineering with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accounting; Computer Science; Information and Communication Technology,,"Computer Science, Information Technology, Information System, Information Technology",yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC02.
Bachelor Information Technology,bachelor information technology,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC02.
Bachelor of Arts with Education,bachelor of arts with education,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,Diploma in Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Programme of the OUT with a minimum GPA of 3.0.,no,no,no,yes,unknown,,,,,,Education,yes,high,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC06.
Bachelor of Arts with Education,bachelor of arts with education,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: Kiswahili, History, Geography or English.",no,yes,no,no,no,,two principal passes,4.0,English; Geography; History; Kiswahili,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC06.
Bachelor of Business Administration (Accounting),bachelor of business administration accounting,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Business Management, Business Administration, Accountancy, Commerce, Marketing, Cooperative Management and Accounting, Finance and Banking, Entrepreneurship, Microfinance Management, Human Resource Management, International Business, Financial Administration, Economics and Banking, Economics, Statistics, Tax, Insurance and Risk Management, Public Administration, Economic Development, Local Government Administration, Banking and Finance, Procurement and Logistics Management, Logistic Management, Information Technology with Accounting, Business Studies, Law, Customs and Tax Management, Procurement and Supplies Management, Government Accounting and finance, public sector Finance Management, Business Studies ,Secretarial Studies, Records Management, Counseling and Psychology, Youth Development Work, Gender and Development, Secretarial Studies, Records Management, Management, Marketing, Law, Public Administration, Procurement, Accounting, International Relations and Diplomacy, Tax Administration, Hotel Management, Labor Law, Labor Studies, Political Science, Journalism, Mass Communication, 75 3 Information Studies, Tourism or Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Business Studies; Commerce; Economics,,,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC03.
Bachelor of Business Administration (Accounting),bachelor of business administration accounting,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC03.
Bachelor of Business Administration (Commerce),bachelor of business administration commerce,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Business Management, Business Administration, Accountancy, Commerce, Marketing, Cooperative Management and Accounting, Finance and Banking, Entrepreneurship, Microfinance Management, 75 3 (Commerce) Law, Customs and Tax Management, Procurement and Supplies Management, Government Accounting and finance, public sector Finance Management, Business Studies ,Secretarial Studies, Records Management, Counseling and Psychology, Youth Development Work, Gender and Development, Secretarial Studies, Records Management, Management, Marketing, Law, Public Administration, Procurement, Accounting, International Relations and Diplomacy, Tax Administration, Hotel Management, Labor Law, Labor Studies, Political Science, Journalism, Mass Communication, Information Studies, Tourism or Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Business Studies; Commerce,,,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC14.
Bachelor of Business Administration (Commerce),bachelor of business administration commerce,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC14.
Bachelor of Business Administration (Finance and Banking),bachelor of business administration finance and banking,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Business Management, Business Administration, Accountancy, Commerce, Marketing, Cooperative Management and Accounting, Finance and Banking, Entrepreneurship, Microfinance Management, Human Resource Management, International Business, Financial Administration, Economics and Banking, Economics, Statistics, Tax, Insurance and Risk Management, Public Administration, Economic Development, Local Government Adnimistration, Banking and Finance, Procurement and Logistics Management, Logistic Management, Information Technology with Accounting or Business Studies, Law, Customs and Tax Management, Procurement and Supplies Management, Government Accounting and finance, public sector Finance Management, Business Studies ,Secretarial Studies, Records Management, Counseling and Psychology, Youth Development Work, Gender and Development, 75 3 Secretarial Studies, Records Management, Management, Marketing, Law, Public Administration, Procurement, Accounting, International Relations and Diplomacy, Tax Administration, Hotel Management, Labor Law, Labor Studies, Political Science, Journalism, Mass Communication, Information Studies, Tourism or Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Business Studies; Commerce; Economics,,,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC10.
Bachelor of Business Administration (Finance and Banking),bachelor of business administration finance and banking,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC10.
Bachelor of Business Administration (Human Resources Management),bachelor of business administration human resources management,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Business Management, Business Administration, Accountancy, Commerce, Marketing, Cooperative Management and Accounting, Finance and Banking, Entrepreneurship, Microfinance Management, Human Resource Management, International Business, Financial Administration, Economics and Banking, Economics, Statistics, Tax, Insurance and Risk Management, Public Administration, Economic Development, Local Government Administration, Banking and Finance, Procurement and Logistics Management, Logistic Management, Information Technology with Accounting or Business Studies, Law, Customs and Tax Management, Procurement and Supplies Management, Government Accounting and finance, public 75 3 sector Finance Management, Business Studies ,Secretarial Studies, Records Management, Counseling and Psychology, Youth Development Work, Gender and Development, Secretarial Studies, Records Management, Management, Marketing, Law, Public Administration, Procurement, Accounting, International Relations and Diplomacy, Tax Administration, Hotel Management, Labor Law, Labor Studies, Political Science, Journalism, Mass Communication, Information Studies, Tourism or Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Business Studies; Commerce; Economics,,,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC11.
Bachelor of Business Administration (Human Resources Management),bachelor of business administration human resources management,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Two principal passes in the following subjects: History, Geography, Kiswahili, English Language, French, Arabic, Fine Arts, Economics, Commerce, Accountancy, Physics, Chemistry, Biology, Advanced Mathematics, Agriculture, Computer Science or Nutrition.",no,yes,no,no,no,,two principal passes,4.0,Accountancy; Advanced Mathematics; Agriculture; Arabic; Biology; Chemistry; Commerce; Computer Science; Economics; English; English Language; Fine Arts; French; Geography; History; Kiswahili; Mathematics; Nutrition; Physics,,,no,high,https://tcu.go.tz/sites/default/files/public_notices/2025-07/Admission%20Guidebook%20for%20Holders%20of%20Secondary%20School%20Qualifications_2025_2026.pdf,TCU secondary-school qualification route; not direct Form Four entry. Programme code: KUC11.
Bachelor of Business Administration (Marketing),bachelor of business administration marketing,Kampala International University in Tanzania (KIUT),kampala international tanzania kiut,"Diploma in Business Management, Business Administration, Accountancy, Commerce, Marketing, Cooperative Management and Accounting, Finance and Banking, Entrepreneurship, Microfinance Management, Human Resource Management, International Business, Financial Administration, Economics and Banking, Economics, Statistics, Tax, Insurance and Risk Management, Public Administration, Economic Development, Local Government Administration, Banking and Finance, Procurement and Logistics Management, Logistic Management, Information 100 3 Technology with Accounting, Business Studies, Law, Customs and Tax Management, Procurement and Supplies Management, Government Accounting and finance, public sector Finance Management, Business Studies ,Secretarial Studies, Records Management, Counseling and Psychology, Youth Development Work, Gender and Development, Secretarial Studies, Records Management, Management, Marketing,, Law, Public Administration, Procurement, Accounting, International Relations and Diplomacy, Tax Administration, Hotel Management, Labor Law, Labor Studies, Political Science, Journalism, Mass Communication, Information Studies, Tourism or Education with an average of “B’’ or a minimum GPA of 3.0. OR Foundation Certificate of the OUT with a minimum GPA of 3.0.",no,no,no,yes,yes,,,,Accountancy; Accounting; Business Studies; Commerce; Economics,,,yes,medium,https://tcu.go.tz/sites/default/files/file_uploads/guide_books/2025-07/Admissions%20Guidebook%20for%20Holders%20of%20Diploma%20or%20Equivalent%20Qualifications_2025_2026.pdf,TCU ordinary diploma/equivalent route. Programme code: KUC12.
